f1,recall,auprc,tn,fp,fn,tp,experiment,strategy,seed,best_val_auprc,epochs,inference_seconds,inference_ms_per_1000,peak_vram_gb,sampler,split_policy
0.0030534351145038168,0.05084745762711865,0.0020188315678742854,28038,1903,56,3,exp2_gpu_bound,uniform,42,0.3126238706154415,48,0.04868239999632351,1.622746666544117,0.13498353958129883,gpu_candidate_gumbel_topk,temporal_70_15_15
0.0044742729306487695,0.03389830508474576,0.0022326888422413175,29108,833,57,2,exp2_gpu_bound,uniform,43,0.19356130317706532,50,0.04733550001401454,1.5778500004671514,0.13517999649047852,gpu_candidate_gumbel_topk,temporal_70_15_15
0.004724071290530384,0.1864406779661017,0.0022147406112013306,25354,4587,48,11,exp2_gpu_bound,uniform,44,0.22016459663707594,37,0.05016559999785386,1.6721866665951286,0.13513803482055664,gpu_candidate_gumbel_topk,temporal_70_15_15
0.003110419906687403,0.01694915254237288,0.0027643976810886213,29358,583,58,1,exp2_gpu_bound,uniform,45,0.33632673023942206,48,0.062235399993369356,2.0745133331123116,0.13519001007080078,gpu_candidate_gumbel_topk,temporal_70_15_15
0.008438818565400843,0.06779661016949153,0.0028268373903693796,29056,885,55,4,exp2_gpu_bound,uniform,46,0.24846165550141588,45,0.05637700000079349,1.8792333333597828,0.13517522811889648,gpu_candidate_gumbel_topk,temporal_70_15_15
