f1,recall,auprc,tn,fp,fn,tp,precision,experiment,strategy,seed,best_val_auprc,checkpoint_val_auprc,val_test_auprc_gap,best_epoch,epochs,decision_threshold,threshold_source,val_f_beta_at_threshold,val_precision_at_threshold,val_recall_at_threshold,evaluation_sampling_passes,inference_seconds,inference_ms_per_1000,device,peak_vram_gb,long_tail_count,long_tail_recall,sampler,split_policy,duration_seconds
0.04193971166448231,0.02155365963179165,0.023619205491827354,3653553,28,4358,96,0.7741935483870968,exp8_adaptive_importance,importance,42,0.6598536442851229,0.6598536454181662,0.6362344399263388,28,43,0.9989650249481201,validation_f_beta,0.7483779971791256,0.9925177702955481,0.6006339144215531,1,334.56291249999776,91.45973521303043,cuda,6.409760475158691,4451,0.021568186924286678,exact_torch_gumbel_topk_multigraph_adaptive_cached,temporal_70_15_15,87891.96903809998
