f1,recall,auprc,tn,fp,fn,tp,experiment,strategy,seed,best_val_auprc,best_epoch,epochs,decision_threshold,val_f1_at_threshold,evaluation_sampling_passes,inference_seconds,inference_ms_per_1000,peak_vram_gb,long_tail_count,long_tail_recall,sampler,split_policy
0.0,0.0,0.003089361081838173,29940,1,59,0,exp4_gpu_stable,uniform,42,0.27697993709754987,26,46,0.9901764988899231,0.32727272727272727,3,0.216293899982702,7.2097966660900665,0.13492488861083984,59,0.0,gpu_candidate_gumbel_topk_stable_eval,temporal_70_15_15
0.0,0.0,0.002201088734841249,29936,5,59,0,exp4_gpu_stable,uniform,43,0.22194399293241554,15,35,0.979799747467041,0.2857142857142857,3,0.14699750000727363,4.899916666909121,0.13509273529052734,59,0.0,gpu_candidate_gumbel_topk_stable_eval,temporal_70_15_15
0.0,0.0,0.002582974190298781,29911,30,59,0,exp4_gpu_stable,uniform,44,0.1925329535176223,35,55,0.991567850112915,0.2807017543859649,3,0.16355250001652166,5.451750000550722,0.13509416580200195,59,0.0,gpu_candidate_gumbel_topk_stable_eval,temporal_70_15_15
0.0,0.0,0.0027573750884969314,29883,58,59,0,exp4_gpu_stable,uniform,45,0.27479860330982886,53,73,0.9691633979479471,0.3380281690140845,3,0.13877229997888207,4.625743332629403,0.13510417938232422,59,0.0,gpu_candidate_gumbel_topk_stable_eval,temporal_70_15_15
0.0,0.0,0.002571513552825574,29934,7,59,0,exp4_gpu_stable,uniform,46,0.23283729143583853,30,50,0.9870122273763021,0.2909090909090909,3,0.14157150001847185,4.719050000615729,0.13516902923583984,59,0.0,gpu_candidate_gumbel_topk_stable_eval,temporal_70_15_15
