f1,recall,auprc,tn,fp,fn,tp,strategy,seed,best_val_auprc,epochs,inference_seconds,inference_ms_per_1000,long_tail_count,long_tail_recall,split_policy
0.008665511265164644,0.0847457627118644,0.0031998123389870596,28851,1090,54,5,uniform,42,0.3315819907823814,46,0.897054000000935,29.90180000003117,59,0.0847457627118644,temporal_70_15_15
0.0027247956403269754,0.01694915254237288,0.003202059563442738,29267,674,58,1,uniform,43,0.3782129341473685,54,0.8960216999985278,29.867389999950927,59,0.01694915254237288,temporal_70_15_15
0.0047489823609226595,0.11864406779661017,0.0024681855510425357,27059,2882,52,7,uniform,44,0.3122873424985772,31,1.05565339999157,35.18844666638567,59,0.13559322033898305,temporal_70_15_15
0.0069767441860465115,0.05084745762711865,0.0032986786742656505,29143,798,56,3,uniform,45,0.3253539346399493,40,0.8792524999880698,29.30841666626899,59,0.06779661016949153,temporal_70_15_15
0.006593406593406593,0.1016949152542373,0.0026038620134072724,28186,1755,53,6,uniform,46,0.29416524988190296,29,0.8724485000129789,29.081616667099297,59,0.13559322033898305,temporal_70_15_15
 
