f1,recall,auprc,tn,fp,fn,tp,experiment,strategy,seed,best_val_auprc,best_epoch,epochs,decision_threshold,val_f1_at_threshold,evaluation_sampling_passes,inference_seconds,inference_ms_per_1000,long_tail_count,long_tail_recall,split_policy
0.0,0.0,0.003482881213760969,29930,11,59,0,exp3_stable_training,uniform,42,0.2975536975446718,37,57,0.9860231677691141,0.3939393939393939,3,2.1920945000019856,73.06981666673286,59,0.0,temporal_70_15_15
0.0,0.0,0.00334073005410525,29928,13,59,0,exp3_stable_training,uniform,43,0.3254177932035196,32,52,0.9764529267946879,0.42622950819672134,3,2.192271100007929,73.07570333359763,59,0.0,temporal_70_15_15
0.0,0.0,0.0021901408832828784,29936,5,59,0,exp3_stable_training,uniform,44,0.3514584297089276,16,36,0.9866414467493693,0.48275862068965514,3,2.1855106000148226,72.85035333382741,59,0.0,temporal_70_15_15
0.0,0.0,0.0019712828126368033,29939,2,59,0,exp3_stable_training,uniform,45,0.3292006413879689,18,38,0.9972414970397949,0.43636363636363634,3,2.108594899997115,70.2864966665705,59,0.0,temporal_70_15_15
0.0,0.0,0.003342097778052388,29930,11,59,0,exp3_stable_training,uniform,46,0.3394126837627203,28,48,0.9863477945327759,0.5074626865671642,3,2.4411930999776814,81.37310333258938,59,0.0,temporal_70_15_15
