run,comparison_id,completed_mtime_ns,auprc,roc_auc,accuracy,precision,recall,f1,f1_macro,gmean,specificity,false_positive_rate,alert_rate,prevalence,ap_lift,tn,fp,fn,tp,strategy,seed,best_epoch,epochs,stop_reason,best_val_auprc,checkpoint_val_auprc,max_observed_val_auprc,selection_score,selection_metric,val_test_auprc_gap,decision_threshold,threshold_policy,long_tail_count,long_tail_recall,long_tail_unknown_history_fraud,inference_seconds,inference_ms_per_1000,inference_with_preparation_ms_per_1000,peak_vram_gb,duration_seconds,included_in_summary
exp11_smoke_9e050cd1f71d35d2_uniform_seed42,9e050cd1f71d35d2,1788899875759069300,0.08399070303820874,0.926599765656227,0.99622,0.08771929824561403,0.2094240837696335,0.12364760432766615,0.5608767597089387,0.45699293263556656,0.9972231307865349,0.002776869213465094,0.00304,0.0012733333333333333,65.96128510854089,149393,416,151,40,uniform,42,2,3,max_epochs,0.6418246244843733,0.6418246244843733,0.6686308637140653,0.5803236276854881,recent_ap,0.5578339214461645,0.7684085965156555,validation,191,0.2094240837696335,0,0.22502869999152608,1.5001913332768406,3.265638666731926,0.12821435928344727,5.81596300000092,True
exp11_smoke_9e050cd1f71d35d2_topology_seed42,9e050cd1f71d35d2,1788899882549590700,0.057984894654269696,0.9229848659998793,0.9955333333333334,0.06846846846846846,0.19895287958115182,0.10187667560321716,0.5498188874350304,0.4452710197779224,0.9965489389823041,0.003451061017695878,0.0037,0.0012733333333333333,45.53787538293432,149292,517,153,38,topology,42,2,3,max_epochs,0.6387319725369465,0.6387319725369465,0.650595859245539,0.5851654673591913,recent_ap,0.5807470778826768,0.7775400876998901,validation,191,0.19895287958115182,0,0.2557397000200581,1.704931333467054,5.158630666555837,0.138153076171875,5.649744100024691,True
exp11_smoke_9e050cd1f71d35d2_importance_seed42,9e050cd1f71d35d2,1788899892405873600,0.06198676251826686,0.9284089629101544,0.9954133333333334,0.07228915662650602,0.2198952879581152,0.10880829015544041,0.5532545200426299,0.4680855941747647,0.9964020853219766,0.003597914678023395,0.0038733333333333332,0.0012733333333333333,48.68070354837712,149270,539,149,42,importance,42,2,3,max_epochs,0.638676478942587,0.638676478942587,0.6709636166511238,0.6097973037320865,recent_ap,0.5766897164243201,0.7434444427490234,validation,191,0.2198952879581152,0,0.41781290000653826,2.7854193333769217,5.853889333278251,0.138153076171875,8.429244800005108,True
