experiment,experiment_id,experiment_title,source,run,comparison_id,variant,strategy,seed,metric_ap,metric_name,roc_auc,precision,recall,f1,f1_macro,gmean,accuracy,specificity,false_positive_rate,alert_rate,decision_threshold,threshold_policy,best_val_ap,val_test_ap_gap,inference_seconds,inference_ms_per_1000,duration_seconds,peak_vram_gb,long_tail_recall,tp,fp,tn,fn,protocol,full_data,included_in_summary,notes
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_7bdae5fe466252c7_topology_seed42,7bdae5fe466252c7,exp12_recent_context_7bdae5fe466252c7_topology_seed42,topology,42.0,0.2208231118819924,AP/AUPRC,0.9705083787510574,0.3047619047619048,0.2514593623709025,0.2755566490343216,0.6373754066501446,0.5012818701509186,0.998390119285354,0.9993006860939992,0.0006993139060007,0.0010046377358335,0.2952009439468384,validation,0.8467994607702443,0.6259763488882518,1.1174711999992724,0.3054840098575526,217.26394430000076,1.690806865692139,0.2514041788362166,1120.0,2555.0,3651026.0,3334.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_6d2d5b1e7aef6380_topology_seed42,6d2d5b1e7aef6380,exp12_recent_context_6d2d5b1e7aef6380_topology_seed42,topology,42.0,0.2081350665242925,AP/AUPRC,0.9520252538496292,0.1988139825218477,0.2860350246969017,0.2345792671699502,0.6167205875016877,0.5344465260634825,0.99772719506511,0.9985948032902514,0.0014051967097485,0.0017517601663188,0.3019711673259735,validation,0.8517877704515461,0.6436527039272535,1.12022689999867,0.3062373378053162,191.0864619999993,1.690807819366455,0.2860031453605931,1274.0,5134.0,3648447.0,3180.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_pilot_1000000_control_b371f2b41e990d27_uniform_seed42,b371f2b41e990d27,exp12_pilot_1000000_control_b371f2b41e990d27_uniform_seed42,uniform,42.0,0.0625660405791624,AP/AUPRC,0.9040294379730084,0.1727272727272727,0.0994764397905759,0.1262458471760797,0.5626841500185585,0.3153030507432786,0.9982466666666666,0.9993925598595546,0.0006074401404454,0.0007333333333333,0.7813540101051331,validation,0.7298007080610222,0.6672346674818597,0.1651701000009779,1.10113400000652,21.489553199999136,0.355595588684082,0.0994764397905759,19.0,91.0,149718.0,172.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_pilot_1000000_features_only_f6e004d36df5aec3_uniform_seed42,f6e004d36df5aec3,exp12_pilot_1000000_features_only_f6e004d36df5aec3_uniform_seed42,uniform,42.0,0.166574091956998,AP/AUPRC,0.9476737377181744,0.2792792792792792,0.1623036649214659,0.2052980132450331,0.6022486035500904,0.4027617069733546,0.9984,0.9994659866897182,0.0005340133102818,0.00074,0.3090829849243164,validation,0.8069230719722174,0.6403489800152193,0.142247400000997,0.9483160000066468,16.316729099999066,0.4276442527770996,0.1623036649214659,31.0,80.0,149729.0,160.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_pilot_1000000_logic_only_9c66709b8deb2129_uniform_seed42,9c66709b8deb2129,exp12_pilot_1000000_logic_only_9c66709b8deb2129_uniform_seed42,uniform,42.0,0.0466432984718843,AP/AUPRC,0.8657157828088184,0.072463768115942,0.0785340314136125,0.0753768844221105,0.5370742941079051,0.280059600246463,0.9975466666666668,0.9987183680553238,0.0012816319446762,0.00138,0.1926280707120895,validation,0.733669394282905,0.6870260958110207,0.0819744000000355,0.5464960000002369,12.340049700000236,0.355595588684082,0.0785340314136125,15.0,192.0,149617.0,176.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_pilot_1000000_main_c0889f007b2b418d_uniform_seed42,c0889f007b2b418d,exp12_pilot_1000000_main_c0889f007b2b418d_uniform_seed42,uniform,42.0,0.166574091956998,AP/AUPRC,0.9476737377181744,0.3186813186813186,0.1518324607329843,0.2056737588652482,0.6024631948357697,0.3895762098779736,0.9985066666666668,0.9995861396845316,0.0004138603154684,0.0006066666666666,0.3606634736061096,validation,0.8069230719722174,0.6403489800152193,0.1404485000002751,0.9363233333351672,13.98199620000014,0.4276442527770996,0.1518324607329843,29.0,62.0,149747.0,162.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_pilot_1000000_self_only_7b64eff9fc076c23_uniform_seed42,7b64eff9fc076c23,exp12_pilot_1000000_self_only_7b64eff9fc076c23_uniform_seed42,uniform,42.0,0.1197616949051938,AP/AUPRC,0.9439815494207476,0.1956521739130435,0.1413612565445026,0.1641337386018237,0.5816080327768571,0.3758410779103788,0.9981666666666666,0.999259056531984,0.0007409434680158,0.00092,0.3917767703533172,validation,0.6967676627245819,0.5770059678193881,0.2036814000002778,1.357876000001852,22.15222689999973,0.4276442527770996,0.1413612565445026,27.0,111.0,149698.0,164.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_7bdae5fe466252c7_uniform_seed42,7bdae5fe466252c7,exp12_recent_context_7bdae5fe466252c7_uniform_seed42,uniform,42.0,0.2073454849693897,AP/AUPRC,0.9765915130974024,0.2515856236786469,0.2671755725190839,0.2591463414634146,0.6291075825180689,0.5166398192059553,0.9981399849919425,0.9990310875822924,0.0009689124177074,0.0012930439429912,0.322765052318573,validation,0.8526702909610652,0.6453248059916754,1.0144486999997753,0.2773206653298219,199.37855720000152,1.4364314079284668,0.2669063131880476,1190.0,3540.0,3650041.0,3264.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_9178038163c730d0_uniform_seed42,9178038163c730d0,exp12_recent_context_9178038163c730d0_uniform_seed42,uniform,42.0,0.2062692355642489,AP/AUPRC,0.948941761283892,0.3207364341085271,0.2229456668163448,0.263046357615894,0.6311425271849098,0.4720353158029501,0.9984789647994072,0.9994244003349044,0.0005755996650956,0.0008463560354124,0.6917193531990051,validation,0.8588250845526139,0.6525558489883649,1.1356750000013562,0.310460397454195,210.74340660000237,1.4364328384399414,0.2228712648842956,993.0,2103.0,3651478.0,3461.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_4b92fbbea32c75a4_uniform_seed42,4b92fbbea32c75a4,exp12_recent_context_4b92fbbea32c75a4_uniform_seed42,uniform,42.0,0.1901256279997085,AP/AUPRC,0.94738719349535,0.3632778264680105,0.1861248316120341,0.2461401425178147,0.6227227071898964,0.4313360769193692,0.9986118230142684,0.9996023079822236,0.0003976920177765,0.0006238321940604,0.9208043813705444,validation,0.8465752919279279,0.6564496639282194,1.114251899998635,0.3046039472007881,130.03948780000064,1.4364328384399414,0.1860256122219725,829.0,1453.0,3652128.0,3625.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_6d2d5b1e7aef6380_uniform_seed42,6d2d5b1e7aef6380,exp12_recent_context_6d2d5b1e7aef6380_uniform_seed42,uniform,42.0,0.2485714871712006,AP/AUPRC,0.961496167516116,0.4287434765154556,0.2397844634036821,0.3075593952483801,0.653450725277979,0.4895825486433585,0.9986853597628236,0.9996105191044076,0.0003894808955925,0.000680966693867,0.8531165719032288,validation,0.845463321400876,0.5968918342296754,1.1440606999967713,0.3127528030750857,178.98742989999664,1.4364323616027832,0.2397214109188946,1068.0,1423.0,3652158.0,3386.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_recent_context_c39b0e23c708fe40_uniform_seed42,c39b0e23c708fe40,exp12_recent_context_c39b0e23c708fe40_uniform_seed42,uniform,42.0,0.2169103137266625,AP/AUPRC,0.973375006712494,0.2506137479541734,0.2750336775931746,0.2622564761293085,0.6306566179359181,0.5241735732308793,0.9981159283604448,0.9989974219813385,0.0010025780186616,0.0013362365313617,0.280505895614624,validation,0.8256051066284604,0.608694792901798,1.0969108999997843,0.2998634239420301,145.11006160000034,1.4364323616027832,0.2747697146708605,1225.0,3663.0,3649918.0,3229.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_chip_weight_n30_dd39a2ff0c5542ec_uniform_seed42,dd39a2ff0c5542ec,exp12_chip_weight_n30_dd39a2ff0c5542ec_uniform_seed42,uniform,42.0,0.22225055337545,AP/AUPRC,0.9514195846519752,0.3978902953586498,0.2117198024247867,0.2763774912075029,0.6378509542638513,0.4600403349840476,0.9986500949280146,0.9996094242881164,0.0003905757118837,0.0006478888255579,0.8477632403373718,validation,0.8535187668609983,0.6312682134855483,2.467984799994156,0.6746750099422657,306.3396386000095,1.4364323616027832,0.211637834194563,943.0,1427.0,3652154.0,3511.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_channel_equal_n30_e0fe1853a94ef333_uniform_seed42,e0fe1853a94ef333,exp12_channel_equal_n30_e0fe1853a94ef333_uniform_seed42,uniform,42.0,0.2001363257912366,AP/AUPRC,0.9619078494130586,0.2495421245421245,0.2447238437359676,0.2471094989798231,0.6231002692259326,0.4944737374482097,0.9981842710635628,0.999102798049366,0.0008972019506341,0.0011940837088764,0.242638424038887,validation,0.8421740708178175,0.6420377450265808,1.15457709999464,0.3156276798867807,142.36655269999756,1.4364323616027832,0.244664120422377,1090.0,3278.0,3650303.0,3364.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP12,12,Recent context,result\exp12\runs.csv,exp12_self_only_n30_edc36ce9ebc6f172_uniform_seed42,edc36ce9ebc6f172,exp12_self_only_n30_edc36ce9ebc6f172_uniform_seed42,uniform,42.0,0.1979363618299159,AP/AUPRC,0.9506068239719746,0.2951111111111111,0.2236192186798383,0.2544386256226849,0.6268199691115384,0.4727299554893538,0.9984043345676026,0.999348858010812,0.0006511419891881,0.000922626492092,0.821772038936615,validation,0.8566754822331122,0.6587391204031963,1.151589500004775,0.3148109572502108,176.4345614000049,1.4364323616027832,0.2235452707256796,996.0,2379.0,3651202.0,3458.0,,,True,Fitur recent context tambahan dan validasi recent interleaved.
EXP13,13,Kaggle T4 deployment,,,,,,,,AP/AUPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak ada metrik lokal yang ditemukan di result/.
EXP14,14,Local temporal R0,result\exp14\runs.csv,,6bfbdcebec6e37633e141a0b67007fe67b4ec55d4d14918f214ab60476614f3f,R0,importance,42.0,0.1432709115493529,AP/AUPRC,,0.1981637337413925,0.2325999101930848,0.2140053707911588,,,,,0.0011473681012508,,,,,,20.712827800016385,,,,,,4192.0,,,static,True,,Perbandingan lokal uniform/topology/importance pada protokol R0.
EXP14,14,Local temporal R0,result\exp14\runs.csv,,6bfbdcebec6e37633e141a0b67007fe67b4ec55d4d14918f214ab60476614f3f,R0,topology,42.0,0.1579304775007588,AP/AUPRC,,0.2188160676532769,0.2323753929052537,0.2253919860627177,,,,,0.0010113371026053,,,,,,13.730721800005997,,,,,,3695.0,,,static,True,,Perbandingan lokal uniform/topology/importance pada protokol R0.
EXP14,14,Local temporal R0,result\exp14\runs.csv,,6bfbdcebec6e37633e141a0b67007fe67b4ec55d4d14918f214ab60476614f3f,R0,uniform,42.0,0.1871015049555408,AP/AUPRC,,0.2586206896551724,0.2593174674449933,0.2589686098654709,,,,,0.0009062346811168,,,,,,13.656843600037972,,,,,,3311.0,,,static,True,,Perbandingan lokal uniform/topology/importance pada protokol R0.
