comparison_id,strategy,auprc_count,auprc_mean,auprc_std,recall_count,recall_mean,recall_std,f1_count,f1_mean,f1_std,precision_count,precision_mean,precision_std,inference_ms_per_1000_count,inference_ms_per_1000_mean,inference_ms_per_1000_std,long_tail_recall_count,long_tail_recall_mean,long_tail_recall_std
3dab9a5ac30d71cd,importance,1,0.025447761563785844,,1,0.1522227211495285,,1,0.00836025549335372,,1,0.0042981577512647235,,1,0.13056132595694364,,1,0.15232532015277467,
3dab9a5ac30d71cd,topology,1,0.02586159234315035,,1,0.1443646160754378,,1,0.008047509089429979,,1,0.004139120806967628,,1,0.144016227291654,,1,0.1444619186699618,
3dab9a5ac30d71cd,uniform,1,0.025288187937399693,,1,0.15918275707229457,,1,0.007008629807929934,,1,0.0035831968787272323,,1,0.1271649943239354,,1,0.1588407099528196,
