run,comparison_id,completed_mtime_ns,auprc,roc_auc,accuracy,precision,recall,f1,f1_macro,gmean,specificity,false_positive_rate,alert_rate,prevalence,ap_lift,tn,fp,fn,tp,strategy,seed,best_epoch,epochs,best_val_auprc,checkpoint_val_auprc,max_observed_val_auprc,selection_score,selection_metric,val_test_auprc_gap,decision_threshold,threshold_policy,long_tail_count,long_tail_recall,long_tail_unknown_history_fraud,inference_seconds,inference_ms_per_1000,inference_with_preparation_ms_per_1000,peak_vram_gb,duration_seconds,included_in_summary
exp10_smoke_f1fe9f763923ac81_uniform_seed42,f1fe9f763923ac81,1788850293244751700,0.0036260708650719693,0.5112345312376099,0.9953333333333333,0.0,0.0,0.0,0.4988306047444036,0.0,0.9981948251654743,0.0018051748345256913,0.0018,0.0028666666666666667,1.2649084413041753,14930,27,43,0,uniform,42,3,3,0.10230267930666,0.10230267930666,0.10230267930666,30.482366418062128,temporal_geometric_ap_lift,0.09867660844158803,0.36545732617378235,validation,43,0.0,0,0.02263739999034442,1.5091599993562947,11.720233332986632,0.0685276985168457,1.2821670999983326,True
exp10_smoke_f1fe9f763923ac81_topology_seed42,f1fe9f763923ac81,1788850294040757500,0.0036789624197697134,0.5131050095545214,0.9958,0.0,0.0,0.0,0.4989477903597555,0.0,0.9986628334559069,0.0013371665440931046,0.0013333333333333333,0.0028666666666666667,1.2833589836405976,14937,20,43,0,topology,42,3,3,0.0924757174847335,0.0924757174847335,0.0924757174847335,31.74204467556628,temporal_geometric_ap_lift,0.08879675506496379,0.3635234832763672,validation,43,0.0,0,0.021238499990431592,1.4158999993621062,5.372933334244105,0.07082033157348633,0.4638345000130357,True
exp10_smoke_f1fe9f763923ac81_importance_seed42,f1fe9f763923ac81,1788850294855583400,0.0035368158807852997,0.5080673123418917,0.9954666666666667,0.0,0.0,0.0,0.4988640919417346,0.0,0.9983285418198836,0.0016714581801163808,0.0016666666666666668,0.0028666666666666667,1.2337729816692906,14932,25,43,0,importance,42,3,3,0.10001917113143155,0.10001917113143155,0.10001917113143155,30.944169179064446,temporal_geometric_ap_lift,0.09648235525064625,0.36483585834503174,validation,43,0.0,0,0.023866200004704297,1.5910800003136198,4.028213333610135,0.07082033157348633,0.4986185000016121,True
